Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>"
"Sep 26, 2019, 4:32:00 PM",Evening Ride,Ride,,1171,7.67,,false,,0,,1171,1171,7675.7001953125,11.6999998092651,,28.7389602661133,,584.299987792969,703.200012207031,12.5,-1.2910875082016,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 30, 2019, 5:57:08 AM",Morning Ride,Ride,,1978,7.81,,false,,0,,1978,1840,7817.39990234375,10.1999998092651,,130.812561035156,,584.299987792969,703.200012207031,41.4000015258789,1.19093298912048,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 30, 2019, 4:31:34 PM",Evening Ride,Ride,,1202,7.77,,false,,0,,1202,1152,7770.2001953125,12.6999998092651,,31.8167896270752,,584.299987792969,703.200012207031,13.3000001907349,-1.25093305110931,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 1, 2019, 5:59:07 AM",Morning Ride,Ride,,2639,7.85,,false,,0,,2639,1988,7857.5,8.80000019073486,,127.587425231934,,584.299987792969,703.200012207031,12.6000003814697,1.20012724399567,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 1, 2019, 4:57:19 PM",Evening Ride,Ride,,1325,7.75,,false,,0,,1325,1211,7757.7001953125,11.6000003814697,,31.580530166626,,584.299987792969,703.200012207031,14.3000001907349,-1.26455008983612,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 28, 2019, 8:57:32 AM",Morning Run,Run,,3048,3.36,,false,,0,,3048,2808,3368.89990234375,2,,30,36,573.400024414063,603.799987792969,30,-0.1127964630723,,,,11,,,,,221,,26,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 6, 2019, 7:38:19 AM",Morning Walk,Walk,,22379,15.2,,false,,,,22379,13920,15207.900390625,2,,1738,,540.099975585938,864.700012207031,49.7999992370606,-0.301159262657165,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 8, 2019, 5:39:15 AM",Morning Ride,Ride,,1919,7.91,,false,,0,,1919,1860,7918.39990234375,13.5,,127.276626586914,,584.299987792969,703.200012207031,13.1999998092651,1.11007273197174,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 8, 2019, 3:57:57 PM",Afternoon Ride,Ride,,1203,7.77,,false,,0,,1203,1203,7775.7998046875,11.8999996185303,,30.3680667877197,,584.299987792969,703.200012207031,17.2000007629395,-1.28089714050293,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 10, 2019, 5:48:54 AM",Morning Ride,Ride,,2173,7.8,,false,,0,,2173,2004,7800.60009765625,8.10000038146973,,127.625152587891,,584.299987792969,703.200012207031,13.1000003814697,1.23067450523376,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
